book_id,title,author,genres,description,average_rating,ratings_count,reviews_count,cleaned_description,standardized_genres
74,Action Point,Isaac Asimov,Thriller,"A compelling read about chase, urgency and survival. This book explores deep themes, masterfully written by Isaac Asimov. It stands out in its representation of Thriller.",3.38,359,37,"a compelling read about chase, urgency and survival. this book explores deep themes, masterfully written by isaac asimov. it stands out in its representation of thriller.",thriller
75,The Life of Memoir,Arthur Conan Doyle,Biography|Business,"Uncovering the intricacies of leadership, this masterpiece by Arthur Conan Doyle combines elements of Biography, Business to create a breathtaking experience. Dive into a world where career and life shape the ultimate destiny.",3.88,1056,112,"uncovering the intricacies of leadership, this masterpiece by arthur conan doyle combines elements of biography, business to create a breathtaking experience. dive into a world where career and life shape the ultimate destiny.",biography|business
76,Becoming Journey,Dale Carnegie,Biography,"Written by the acclaimed author Dale Carnegie, this title delivers a gripping narrative centering on struggle and personal. Ideal for fans of Biography, it offers an immersive journey filled with journey.",3.9,251,37,"written by the acclaimed author dale carnegie, this title delivers a gripping narrative centering on struggle and personal. ideal for fans of biography, it offers an immersive journey filled with journey.",biography
77,Hearts in Passion,Jane Austen,Romance|Business,"A compelling read about innovation, marketing, date, management, affection and relationship. This book explores deep themes, masterfully written by Jane Austen. It stands out in its representation of Romance, Business.",3.83,168,23,"a compelling read about innovation, marketing, date, management, affection and relationship. this book explores deep themes, masterfully written by jane austen. it stands out in its representation of romance, business.",business|romance
78,Inspiration Unveiled,Jane Austen,Biography,"A compelling read about career, struggle and inspiration. This book explores deep themes, masterfully written by Jane Austen. It stands out in its representation of Biography.",4.19,2390,287,"a compelling read about career, struggle and inspiration. this book explores deep themes, masterfully written by jane austen. it stands out in its representation of biography.",biography
79,Hearts in Romance,Ken Follett,Romance|Thriller,"Uncovering the intricacies of love, this masterpiece by Ken Follett combines elements of Romance, Thriller to create a breathtaking experience. Dive into a world where heart and lovers shape the ultimate destiny.",3.18,215,28,"uncovering the intricacies of love, this masterpiece by ken follett combines elements of romance, thriller to create a breathtaking experience. dive into a world where heart and lovers shape the ultimate destiny.",romance|thriller
80,Death on Murder,J.K. Rowling,Mystery,"Written by the acclaimed author J.K. Rowling, this title delivers a gripping narrative centering on detective and puzzle. Ideal for fans of Mystery, it offers an immersive journey filled with mystery.",3.94,905,127,"written by the acclaimed author j.k. rowling, this title delivers a gripping narrative centering on detective and puzzle. ideal for fans of mystery, it offers an immersive journey filled with mystery.",mystery
81,The Century of War,Stephen King,Historical Fiction,"Written by the acclaimed author Stephen King, this title delivers a gripping narrative centering on rebel and history. Ideal for fans of Historical Fiction, it offers an immersive journey filled with vintage.",4.03,67729,8793,"written by the acclaimed author stephen king, this title delivers a gripping narrative centering on rebel and history. ideal for fans of historical fiction, it offers an immersive journey filled with vintage.",historical fiction
82,How to Build a Startup,J.K. Rowling,Business,"Written by the acclaimed author J.K. Rowling, this title delivers a gripping narrative centering on management and corporate. Ideal for fans of Business, it offers an immersive journey filled with wealth.",4.4,2177,282,"written by the acclaimed author j.k. rowling, this title delivers a gripping narrative centering on management and corporate. ideal for fans of business, it offers an immersive journey filled with wealth.",business
83,No Way Chase,Arthur C. Clarke,Thriller,"A compelling read about tension, action and threat. This book explores deep themes, masterfully written by Arthur C. Clarke. It stands out in its representation of Thriller.",3.66,1653,144,"a compelling read about tension, action and threat. this book explores deep themes, masterfully written by arthur c. clarke. it stands out in its representation of thriller.",thriller
84,Decoding World,Adam Grant,Non-fiction|Biography,"Uncovering the intricacies of analysis, this masterpiece by Adam Grant combines elements of Non-fiction, Biography to create a breathtaking experience. Dive into a world where world and portrait shape the ultimate destiny.",3.87,238,12,"uncovering the intricacies of analysis, this masterpiece by adam grant combines elements of non-fiction, biography to create a breathtaking experience. dive into a world where world and portrait shape the ultimate destiny.",biography|non-fiction
85,The Futuristic Matrix,Jane Austen,Science Fiction|Thriller|Self-Help,"Uncovering the intricacies of survival, this masterpiece by Jane Austen combines elements of Science Fiction, Thriller, Self-Help to create a breathtaking experience. Dive into a world where galaxy and escape shape the ultimate destiny.",4.84,70,5,"uncovering the intricacies of survival, this masterpiece by jane austen combines elements of science fiction, thriller, self-help to create a breathtaking experience. dive into a world where galaxy and escape shape the ultimate destiny.",science fiction|self-help|thriller
86,Hearts in Romance,George R.R. Martin,Romance,"A compelling read about spark, date and romance. This book explores deep themes, masterfully written by George R.R. Martin. It stands out in its representation of Romance.",3.61,732,39,"a compelling read about spark, date and romance. this book explores deep themes, masterfully written by george r.r. martin. it stands out in its representation of romance.",romance
87,A Love in Lovers,Malcolm Gladwell,Romance|Thriller,"A compelling read about heart, marriage, danger, relationship, assassin and escape. This book explores deep themes, masterfully written by Malcolm Gladwell. It stands out in its representation of Romance, Thriller.",3.59,2457,154,"a compelling read about heart, marriage, danger, relationship, assassin and escape. this book explores deep themes, masterfully written by malcolm gladwell. it stands out in its representation of romance, thriller.",romance|thriller
88,Summer in Devotion,Sheryl Sandberg,Romance,"Written by the acclaimed author Sheryl Sandberg, this title delivers a gripping narrative centering on passion and spark. Ideal for fans of Romance, it offers an immersive journey filled with romance.",4.5,776,55,"written by the acclaimed author sheryl sandberg, this title delivers a gripping narrative centering on passion and spark. ideal for fans of romance, it offers an immersive journey filled with romance.",romance
