book_id,title,author,genres,description,average_rating,ratings_count,reviews_count
126,Threat Point,Colleen Hoover,Thriller,"A compelling read about conspiracy, danger and assassin. This book explores deep themes, masterfully written by Colleen Hoover. It stands out in its representation of Thriller.",4.08,3392,203
127,Vanished in Detective,Arthur C. Clarke,Mystery,"A compelling read about clue, crime and detective. This book explores deep themes, masterfully written by Arthur C. Clarke. It stands out in its representation of Mystery.",3.91,362,20
128,The Heir of Magic,Stephen King,Fantasy,"A compelling read about prophecy, dragon and legendary. This book explores deep themes, masterfully written by Stephen King. It stands out in its representation of Fantasy.",4.05,1895,110
129,The Struggle Legacy,Ray Bradbury,Biography|Business,"A compelling read about memoir, innovation, leadership, corporate, triumph and inspiration. This book explores deep themes, masterfully written by Ray Bradbury. It stands out in its representation of Biography, Business.",3.15,122,16
130,Mindset Habits,Walter Isaacson,Self-Help|Romance,"Written by the acclaimed author Walter Isaacson, this title delivers a gripping narrative centering on mindset and passion. Ideal for fans of Self-Help, Romance, it offers an immersive journey filled with happiness, discipline, marriage, emotional.",3.5,3402,198
131,The Life of Journey,Daniel Kahneman,Biography|Science Fiction,"Uncovering the intricacies of memoir, this masterpiece by Daniel Kahneman combines elements of Biography, Science Fiction to create a breathtaking experience. Dive into a world where galaxy and artificial intelligence shape the ultimate destiny.",3.94,3906,361
132,The Heritage Secret,Yuval Noah Harari,Historical Fiction,"Uncovering the intricacies of heritage, this masterpiece by Yuval Noah Harari combines elements of Historical Fiction to create a breathtaking experience. Dive into a world where vintage and century shape the ultimate destiny.",3.66,661,64
133,The Star Matrix,Tim Ferriss,Science Fiction,"Written by the acclaimed author Tim Ferriss, this title delivers a gripping narrative centering on cybernetic and technology. Ideal for fans of Science Fiction, it offers an immersive journey filled with robot.",3.95,246,30
134,Decoding Analysis,Robert Kiyosaki,Non-fiction|Historical Fiction,"Written by the acclaimed author Robert Kiyosaki, this title delivers a gripping narrative centering on analysis and society. Ideal for fans of Non-fiction, Historical Fiction, it offers an immersive journey filled with facts, empire, generation, century.",4.02,739,64
135,The Life of Memoir,Robert Kiyosaki,Biography|Science Fiction|Self-Help,"Written by the acclaimed author Robert Kiyosaki, this title delivers a gripping narrative centering on memoir and galaxy. Ideal for fans of Biography, Science Fiction, Self-Help, it offers an immersive journey filled with lifestyle, focus, cybernetic, personal, space, goals, journey.",4.11,410,29
136,The Analysis Perspective,Tim Ferriss,Non-fiction|Historical Fiction,"A compelling read about empire, world, past, century, science and mind. This book explores deep themes, masterfully written by Tim Ferriss. It stands out in its representation of Non-fiction, Historical Fiction.",3.83,2165,323
137,The Urgency Threat,Agatha Christie,Thriller,"Uncovering the intricacies of escape, this masterpiece by Agatha Christie combines elements of Thriller to create a breathtaking experience. Dive into a world where agent and deadly shape the ultimate destiny.",3.84,263,38
138,Hearts in Emotional,Peter Thiel,Romance,"Uncovering the intricacies of marriage, this masterpiece by Peter Thiel combines elements of Romance to create a breathtaking experience. Dive into a world where devotion and lovers shape the ultimate destiny.",4.82,1082,129
139,The Shadow of Sword,J.R.R. Tolkien,Fantasy|Romance,"A compelling read about hero, love, heart, affection, wizard and sword. This book explores deep themes, masterfully written by J.R.R. Tolkien. It stands out in its representation of Fantasy, Romance.",4.77,264,28
140,Understanding Mind,Isaac Asimov,Non-fiction,"Uncovering the intricacies of society, this masterpiece by Isaac Asimov combines elements of Non-fiction to create a breathtaking experience. Dive into a world where science and reality shape the ultimate destiny.",3.75,2146,240
141,Decoding Facts,Malcolm Gladwell,Non-fiction,"Uncovering the intricacies of world, this masterpiece by Malcolm Gladwell combines elements of Non-fiction to create a breathtaking experience. Dive into a world where human and facts shape the ultimate destiny.",3.42,323,31
142,The Startup Startup,Sheryl Sandberg,Business,"A compelling read about management, corporate and wealth. This book explores deep themes, masterfully written by Sheryl Sandberg. It stands out in its representation of Business.",4.26,75,4
143,Whispering Spark,Brandon Sanderson,Romance|Biography,"A compelling read about struggle, career, devotion, spark, life and emotional. This book explores deep themes, masterfully written by Brandon Sanderson. It stands out in its representation of Romance, Biography.",3.95,6319,511
144,The Star Matrix,Nicholas Sparks,Science Fiction,"Uncovering the intricacies of future, this masterpiece by Nicholas Sparks combines elements of Science Fiction to create a breathtaking experience. Dive into a world where spaceships and cybernetic shape the ultimate destiny.",4.06,2131,141
145,No Way Conspiracy,Yuval Noah Harari,Thriller,"A compelling read about conspiracy, assassin and deadly. This book explores deep themes, masterfully written by Yuval Noah Harari. It stands out in its representation of Thriller.",3.21,5989,858
146,A Love in Love,Colleen Hoover,Romance|Business,"Uncovering the intricacies of management, this masterpiece by Colleen Hoover combines elements of Romance, Business to create a breathtaking experience. Dive into a world where innovation and emotional shape the ultimate destiny.",3.77,474,62
147,Motivation Habits,Robert Kiyosaki,Self-Help,"Written by the acclaimed author Robert Kiyosaki, this title delivers a gripping narrative centering on happiness and habits. Ideal for fans of Self-Help, it offers an immersive journey filled with mindset.",3.03,3376,496
148,The Future Protocol,Tim Ferriss,Science Fiction,"Uncovering the intricacies of future, this masterpiece by Tim Ferriss combines elements of Science Fiction to create a breathtaking experience. Dive into a world where dimensions and technology shape the ultimate destiny.",3.92,929,89
149,A Love in Affection,Yuval Noah Harari,Romance|Science Fiction,"Written by the acclaimed author Yuval Noah Harari, this title delivers a gripping narrative centering on alien and heart. Ideal for fans of Romance, Science Fiction, it offers an immersive journey filled with dimensions, devotion, spark, futuristic.",3.08,324,18
150,Calculated Survival,Peter Thiel,Thriller|Non-fiction,"Written by the acclaimed author Peter Thiel, this title delivers a gripping narrative centering on facts and chase. Ideal for fans of Thriller, Non-fiction, it offers an immersive journey filled with assassin, escape, culture, mind.",3.92,956,143
151,The Cybernetic Odyssey,J.K. Rowling,Science Fiction|Self-Help,"A compelling read about alien, lifestyle, cybernetic, robot, success and motivation. This book explores deep themes, masterfully written by J.K. Rowling. It stands out in its representation of Science Fiction, Self-Help.",3.8,703,89
152,Hearts in Devotion,Gillian Flynn,Romance,"A compelling read about passion, heart and marriage. This book explores deep themes, masterfully written by Gillian Flynn. It stands out in its representation of Romance.",3.66,97,6
153,Becoming Achievement,Brandon Sanderson,Biography|Business|Self-Help,"Written by the acclaimed author Brandon Sanderson, this title delivers a gripping narrative centering on management and wisdom. Ideal for fans of Biography, Business, Self-Help, it offers an immersive journey filled with strategy, discipline, sales, inspiration, habits, achievement, journey.",3.85,1233,89
154,Passion Forever,Ken Follett,Romance|Fantasy,"Written by the acclaimed author Ken Follett, this title delivers a gripping narrative centering on hero and wizard. Ideal for fans of Romance, Fantasy, it offers an immersive journey filled with marriage, spark, magic, romance.",4.28,4228,362
155,Cybernetic Millennium,Sheryl Sandberg,Science Fiction,"Uncovering the intricacies of future, this masterpiece by Sheryl Sandberg combines elements of Science Fiction to create a breathtaking experience. Dive into a world where spaceships and technology shape the ultimate destiny.",3.95,270,27
156,The Sword of Realm,Colleen Hoover,Fantasy|Biography|Thriller,"Uncovering the intricacies of survival, this masterpiece by Colleen Hoover combines elements of Fantasy, Biography, Thriller to create a breathtaking experience. Dive into a world where memoir and journey shape the ultimate destiny.",3.85,4279,578
157,Calculated Urgency,Philip K. Dick,Thriller,"A compelling read about survival, action and threat. This book explores deep themes, masterfully written by Philip K. Dick. It stands out in its representation of Thriller.",4.73,5466,752
158,Whispering Affection,Yuval Noah Harari,Romance,"Uncovering the intricacies of love, this masterpiece by Yuval Noah Harari combines elements of Romance to create a breathtaking experience. Dive into a world where devotion and marriage shape the ultimate destiny.",3.34,481,25
159,Star Millennium,Arthur C. Clarke,Science Fiction|Historical Fiction,"A compelling read about struggle, technology, rebel, past, star and artificial intelligence. This book explores deep themes, masterfully written by Arthur C. Clarke. It stands out in its representation of Science Fiction, Historical Fiction.",4.09,3437,413
